"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";"geoarea";
"1266759243";"Дворовая территория";"ледяная горка на дворовой территории";"62f621ef-4a1a-4846-89b7-41134df6ba8d";"Восточный административный округ";"район Гольяново";"Хабаровская улица, дом 10/30";"guisgol@yandex.ru";"гбу-гольяново.рф/";"(495) 469-82-81";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"4.5 3 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.8300928842697,55.8191377999327],""type"":""Point""}";"";"";
"1266759562";"Дворовая территория";"ледяная горка";"9c420585-f046-4100-bbce-489cf555ce2d";"Центральный административный округ";"Таганский район";"Иерусалимская улица, дом 9";"ur_tagansky@mos.ru";"tagan.mos.ru/";"(495) 911-12-81";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"10 5 2";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.6760732806288,55.7310198617164],""type"":""Point""}";"";"";
"1266759590";"Дворовая территория";"ледяная горка на дворовой территории";"06392f05-5dbc-4194-8bb1-9329256301da";"Восточный административный округ";"район Гольяново";"Щёлковское шоссе, дом 95";"gol@vao.mos.ru";"golyanovo.mos.ru/";"(495) 469-82-81";"";"понедельник 09:00-21:00,вторник 09:00-21:00,среда 09:00-21:00,четверг 09:00-21:00,пятница 09:00-21:00,суббота 09:00-21:00,воскресенье 09:00-21:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"4.5 3 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.8333247163892,55.8144189683664],""type"":""Point""}";"";"";
"1266759660";"Дворовая территория";"ледяная горка";"d5190f47-5a42-49da-922d-68501f6836a1";"Восточный административный округ";"район Соколиная Гора";"Вельяминовская улица, дом 6";"taty_sgora@mail.ru";"sokolinka.mos.ru";"(499) 785-02-91";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"21 7 3";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7242314140352,55.7808436164526],""type"":""Point""}";"";"";
"1266761137";"Дворовая территория";"ледяная горка";"176cec8f-3ed2-4989-988a-5b86544b0bea";"Западный административный округ";"район Кунцево";"улица Академика Павлова, дом 48";"uprava-kuntsevo@mos.ru";"kuntsevo.mos.ru/";"(499) 141-25-36";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"3 3 1";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.4083882612381,55.7451060328493],""type"":""Point""}";"";"";
"1266761224";"Дворовая территория";"ледяная горка";"459f0f12-6968-4bd7-b45e-c1af1952d9f5";"Западный административный округ";"район Кунцево";"Полоцкая улица, дом 6, корпус 2";"uprava_kuncevo@mail.ru";"kuntsevo.mos.ru";"(499) 141-25-36";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"8.8 3.5 2.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.4262178885088,55.7306101751808],""type"":""Point""}";"";"";
"1266762921";"Дворовая территория";"ледяная горка на дворовой территории";"647a2868-b4e7-494b-9460-1c4183196050";"Восточный административный округ";"район Сокольники";"3-я Сокольническая улица, дом 1";"gbusokolniki@pvao.ru";"gbusokolniki.ru";"(495) 132-21-22";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье 08:00-22:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"6 4 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.682008291996,55.7856273546125],""type"":""Point""}";"";"";
"1266763237";"Дворовая территория";"ледяная горка на дворовой территории";"fb2be4be-6829-4309-8622-ea4fe463acdb";"Центральный административный округ";"район Хамовники";"Усачёва улица, дом 29, корпус 8";"gbu.zhilishnik.hamovniki@gmail.com";"gbu-hamovniki.ru/";"(499) 242-52-04";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"6 5 1.2";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.5633845912272,55.7235616811088],""type"":""Point""}";"";"";
"1266763248";"Дворовая территория";"ледяная горка на дворовой территории";"7c97a37e-3ae6-4cc6-b28f-d989d91947f6";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 15, строение 1";"gbu.zhilishnik.hamovniki@gmail.com";"gbu-hamovniki.ru/";"(499) 242-52-04";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-21:00,воскресенье 08:00-21:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"5 5 1";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.5883624338841,55.7296265972573],""type"":""Point""}";"";"";
"1266763253";"Дворовая территория";"ледяная горка на дворовой территории";"5c88e579-2df0-4a91-93a3-ca5f8a0f503e";"Восточный административный округ";"район Восточное Измайлово";"Сиреневый бульвар, дом 42/22, корпус 1";"v_izm@vao.mos.ru";"v-izm.mos.ru";"(495) 645-86-39";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"21 7 3";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.8134140102232,55.8022049012442],""type"":""Point""}";"";"";
"1266763559";"Дворовая территория";"ледяная горка на дворовой территории";"b916b586-43e8-472c-bee8-f99ead887cee";"Восточный административный округ";"район Восточный";"улица 9 Мая, дом 11";"gbujv@mail.ru";"vostochniy.mos.ru";"(499) 780-67-70";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"7.5 5 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.8663912698364,55.8179398699835],""type"":""Point""}";"";"";
"1266763776";"Дворовая территория";"ледяная горка на дворовой территории";"2c361907-fbe9-4d35-858f-3a3f4379c32b";"Восточный административный округ";"район Восточный";"Главная улица, дом 12";"gbujv@mail.ru";"vostochniy.mos.ru";"(499) 780-67-70";"";"понедельник 08:00-20:00,вторник 08:00-20:00,среда 08:00-20:00,четверг 08:00-20:00,пятница 08:00-20:00,суббота 08:00-20:00,воскресенье 08:00-20:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"3 2 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.8663451107014,55.8178927174847],""type"":""Point""}";"";"";
"1266770421";"Дворовая территория";"ледяная горка на дворовой территории";"6434816b-7821-4cb5-a92a-2e2501a2b404";"Восточный административный округ";"район Перово";"Новогиреевская улица, дом 4, корпус 2";"gbu-perovo@mail.ru";"perovo.mos.ru";"(495) 304-18-40";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"7.5 5 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7896025908038,55.7644010642258],""type"":""Point""}";"";"";
"1266770469";"Дворовая территория";"ледяная горка на дворовой территории";"fe30e0e1-43ca-4ed6-b219-cb131bc69d69";"Восточный административный округ";"район Перово";"Новогиреевская улица, дом 16, корпус 1";"gbu-perovo@mail.ru";"perovo.mos.ru";"(495) 304-18-40";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"6 5 1.2";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7920767437957,55.7607402319589],""type"":""Point""}";"";"";
"1266771226";"Дворовая территория";"ледяная горка на дворовой территории";"20107ccb-b493-4743-a54d-cfc3a2bc12f1";"Восточный административный округ";"район Перово";"улица Плеханова, дом 25, корпус 6";"gbu-perovo@mail.ru";"perovo.mos.ru";"(495) 302-52-96";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье 07:00-22:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"6 5 1.2";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7681610876144,55.7440482382601],""type"":""Point""}";"";"";
"1266771412";"Дворовая территория";"ледяная горка на дворовой территории";"b637b62a-a664-46bc-9b1a-c224f198cd3c";"Восточный административный округ";"район Преображенское";"Большая Черкизовская улица, дом 22, корпус 6";"Uprava-Preobr@mos.ru";"preobr.mos.ru/";"(499) 161-31-61";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"4.5 3 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7355925503603,55.7954232459009],""type"":""Point""}";"";"";
"1266771454";"Дворовая территория";"ледяная горка на дворовой территории";"9d61493b-7093-4c18-bc8f-a0c6cfdd7e95";"Восточный административный округ";"район Преображенское";"Большая Черкизовская улица, дом 16/2";"gbu-law@list.ru";"preobr.mos.ru";"(499) 161-31-61";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"6 4 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7267740963058,55.7974499796354],""type"":""Point""}";"";"";
"1266771472";"Дворовая территория";"ледяная горка на дворовой территории";"16ef8f26-1f94-4a73-b1c5-91b76869c8da";"Восточный административный округ";"район Преображенское";"Открытое шоссе, дом 2, корпус 6";"Uprava-Preobr@mos.ru";"preobr.mos.ru";"(499) 161-31-61";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"6 4 1.5";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7288669695966,55.8073001421471],""type"":""Point""}";"";"";
"1266772411";"Дворовая территория";"ледяная горка на дворовой территории";"939aff67-12ae-4797-a8e4-18c7902efdb7";"Восточный административный округ";"район Ивановское";"Челябинская улица, дом 15, сооружение 1";"ivanovskoe@mos.ru";"ivanovskoe.mos.ru/";"(495) 918-98-44";"";"понедельник 08:00-18:00,вторник 08:00-18:00,среда 08:00-18:00,четверг 08:00-18:00,пятница 08:00-18:00,суббота 08:00-18:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"6 3 2";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.8289645198517,55.7786164706098],""type"":""Point""}";"";"";
"1266920845";"Дворовая территория";"ледяная горка на дворовой территории";"809a230a-ea97-4a88-b013-5bcf64de5d7c";"Восточный административный округ";"район Новогиреево";"Перовская улица, дом 46, корпус 5";"pref-vao@mos.ru";"vao.mos.ru";"(495) 303-62-34";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"3 3 1";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7852422847252,55.7437568799691],""type"":""Point""}";"";"";
"1266920857";"Дворовая территория";"ледяная горка на дворовой территории";"fc6a7e6b-4023-4107-9454-7e4c364619a7";"Восточный административный округ";"район Измайлово";"9-я Парковая улица, дом 50, корпус 1";"izmaylovo@vao.mos.ru";"izmaylowo.mos.ru";"(495) 652-07-31";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье 09:00-22:00";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"3 3 1";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7995125454083,55.8008291219943],""type"":""Point""}";"";"";
"2402238971";"Парк, озелененная городская территория «Парк 50-летия Октября»";"ледяная горка";"6bf3cb14-6c33-4980-b1c2-21e02c7cd0f9";"Западный административный округ";"район Проспект Вернадского";"улица Удальцова, дом 22, корпус 2";"info@parkfili.com";"parkfili.com";"(499) 145-00-00";"";"понедельник 09:00-21:00,вторник 09:00-21:00,среда 09:00-21:00,четверг 09:00-21:00,пятница 09:00-21:00,суббота 09:00-21:00,воскресенье закрыто";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.12-31.03";"200 80 2.5";"смешанное освещение";"натуральный лед";"0";"платно";"";"";"общая физическая подготовка";"{""coordinates"":[37.5072183678123,55.6792123795713],""type"":""Point""}";"";"";
"2402239152";"Парк, озелененная городская территория «Перовский»";"ледяная горка";"c16c06c9-4b9f-4b24-826b-bff7f4e5a242";"Восточный административный округ";"район Перово";"улица Лазо, дом 7";"ppkio@mail.ru";"www.perovskiy-park.ru";"(495) 309-53-42";"";"понедельник 10:00-21:00,вторник 10:00-21:00,среда 10:00-21:00,четверг 10:00-21:00,пятница 10:00-21:00,суббота 10:00-21:00,воскресенье 10:00-21:00";"";"нет";"";"да";"";"нет";"да";"да";"да";"нет";"нет";"да";"01.12-31.03";"40 10 4";"без дополнительного освещения";"искусственный лед";"0";"платно";"";"";"общая физическая подготовка";"{""coordinates"":[37.7750961221082,55.7408384822188],""type"":""Point""}";"";"";
"2404777147";"Дворовая территория";"ледяная горка";"76c2e83b-d87c-45a4-890a-abadab5130d2";"Зеленоградский административный округ";"район Савёлки";"Озёрная аллея, дом 4, строение 1";"zelao-savelki@mos.ru";"savelki.mos.ru";"(499) 734-20-71";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"30.12-31.03";"60 20 3";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.2267931912544,55.9872825299616],""type"":""Point""}";"";"";
"2425372164";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Бабушкинский»";"ледяная горка в парке";"f40ce1d7-a01d-4c28-9295-f28d00d29f22";"Северо-Восточный административный округ";"Лосиноостровский район";"улица Менжинского, дом 6";"info@bapark.ru";"www.bapark.ru";"(499) 184-34-22";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"нет";"";"да";"Заточка коньков 200 рублей-пара";"да";"да";"да";"да";"нет";"нет";"да";"01.12-28.02";"6 3 2";"смешанное освещение";"натуральный снег";"0";"бесплатно";"";"";"общая физическая подготовка";"{""coordinates"":[37.6843695532947,55.8689459392373],""type"":""Point""}";"";"";
